Player Name,Team,Age,Nationality,Position,Competition,Year Born,0,1,2,3,4,5,6,7,8
Robert Sánchez,Chelsea,28,ESP,GK,Premier League,1997,2.994886087386512,-1.4047459415149783,-0.007541245884034442,-2.12030743692756,1.078267243232799,1.9303844191422053,1.1387682793450102,-0.24226830544845196,-0.24384239559481477
Kauã Santos,Eint Frankfurt,22,BRA,GK,Bundesliga,2003,-2.9132976931456196,-0.24629202526158947,1.3128863373883688,-1.2399681788472556,0.3784876177249654,0.7469001547172005,0.8814607062822108,0.47000955299071034,-0.24051976696396668
Razvan Sava,Udinese,23,ROU,GK,Serie A,2002,-1.6720903672302285,0.3090631975717763,0.32644783438101116,0.19086219449909297,-0.9405134307926175,-0.49102835506137643,0.5047878546640968,-1.0616234952761547,-0.248356616974674
Alexander Schwolow,Union Berlin,33,GER,GK,Bundesliga,1992,-3.9486435403914046,-0.06448043530955809,-2.968474011990545,1.6466568802859776,-0.771369463102313,-0.6249775841704135,-0.1294731545457019,0.8186955550715148,-0.20397599461057844
Simone Scuffet,Cagliari,29,ITA,GK,Serie A,1996,-1.25159644618492,1.2556779091014354,-1.4687197138639292,-0.37465474361301004,-0.2809234164442269,-1.3597161725006017,0.274424912410085,-0.09811064222147604,0.5466946169419487
Matz Sels,Nott'Ham Forest,33,BEL,GK,Premier League,1992,2.2508398435460366,4.189214250972948,1.284374676157677,0.1799259900536539,-0.6491632598179203,-1.3973618759876314,-1.904827794475188,-1.1170777879557032,-0.6540527957339105
Alen Sherri,Cagliari,28,ALB,GK,Serie A,1997,-3.6529562372206206,-0.4168149516472239,-0.43417779718565597,-0.09773744726146497,0.35253802340961266,-0.1475694664315316,-0.2969082000476435,0.39413484693794715,-0.21049856382363177
Rui Silva,Betis,31,POR,GK,La Liga,1994,-0.8725459031380542,-1.4586461342569284,0.11097965015730932,0.011711206262218738,-1.3656328158426199,0.10326994646428293,1.342875401639003,-0.1882169328646719,0.2250731636657937
Marco Silvestri,Empoli,34,ITA,GK,Serie A,1991,-3.9184140041578437,1.432809153625763,-1.836337055923512,1.1029412761757462,0.1504972338751389,-1.0028405510676544,-0.13193264516489944,0.37505339519236713,-0.7181179787424241
Unai Simón,Athletic Club,28,ESP,GK,La Liga,1997,-2.056791469705461,0.23276501173104724,0.5102962251212702,0.2350076620169365,-0.7624630492840607,1.2869873649197703,0.11287566000225781,0.3445309974362996,-1.0199990815993063
Antonio Sivera,Alavés,29,ESP,GK,La Liga,1996,2.1563613687411394,3.970609764609508,-0.34300007749780237,-1.1080585717257796,-1.783722655840839,-0.8527465152656679,0.6487738791927965,0.8538588729124951,2.230037575360182
Łukasz Skorupski,Bologna,34,POL,GK,Serie A,1991,0.9684132852138656,-0.6709910987074089,0.027308878653334874,1.053170311578239,1.0168183224292475,0.28638203152120056,-0.900600409216587,0.14312976165251615,0.19662337222372497
Yann Sommer,Inter,37,SUI,GK,Serie A,1988,1.5312710607618638,-3.14220500658704,0.341159346816994,0.6135543154253462,-0.3521062752723211,-1.5837021065121095,-1.8107562843500342,-0.09597472648389589,0.4034727154038333
David Soria,Getafe,32,ESP,GK,La Liga,1993,2.447585734929318,4.1898200632243485,1.6067400383724277,0.10211908511535306,-1.7132445014270674,-0.7037618993444205,0.20870361807887428,0.06612239941058713,0.8307624102734642
Juan Soriano,Leganés,28,ESP,GK,La Liga,1997,-3.3506624210055205,3.6138261132030176,1.8180425118513228,-0.19610159313955053,0.5957290430946952,-0.15249476440735926,-0.12905251863447167,-0.07929178009639669,-0.9221518710229047
Filip Stankovic,Venezia,23,SRB,GK,Serie A,2002,-0.4610872876964049,0.027661067389106647,0.15776064535231454,-0.7821775145594183,1.312409729616795,-1.5719328425396495,1.407280473473847,-0.09999169963580748,0.20750855438440693
Jakub Stolarczyk,Leicester City,25,POL,GK,Premier League,2000,-3.2966248283248083,1.3536629021664779,-1.1194225230094654,0.45116137003326984,0.2657865410450655,0.013036297422449895,-0.16301665340644378,1.1108343630686341,-0.435782839061035
Zion Suzuki,Parma,23,JPN,GK,Serie A,2002,4.425420508067879,1.0147951284161558,-0.7370971526092561,-2.2530556291495083,1.0586517903754302,0.4801219399811455,0.5701556099929544,-0.28976403107263304,-0.18380055522029304
Mile Svilar,Roma,26,SRB,GK,Serie A,1999,3.2211907323056916,-1.486908743583302,1.0048213276429303,-0.9273948120513948,-0.7114927974744746,-0.6034824359562544,0.17132221476592707,-0.7909528894372111,-0.4144410962012005
Wojciech Szczęsny,Barcelona,35,POL,GK,La Liga,1990,-3.191128533105749,-2.8754831808948835,0.8894592932055608,0.1711832829689048,-1.6857410975491052,1.2323532073822616,-0.0889203432074705,0.016933692229400037,0.15251308327766097
Marc-André Ter Stegen,Barcelona,33,GER,GK,La Liga,1992,-3.676644537683632,-2.283907792372934,-0.6497801145496752,-0.4417331674363287,0.054190855638371435,-0.9988038322795124,-0.386162603551519,1.0002205688750174,-0.06294408168197582
Kevin Trapp,Eint Frankfurt,35,GER,GK,Bundesliga,1990,1.370517948279618,-1.302471474072531,0.8074376919695,2.1061424692819024,2.7465463332200923,0.2767380247042603,0.3236550917990954,-0.6090720643344332,0.2557290063311353
Mark Travers,Bournemouth,26,IRL,GK,Premier League,1999,-3.5964021427343127,1.349252736532998,2.487903292210528,0.44114253641367546,-0.6291293597900303,-1.4600491776059268,0.34878390175944196,1.2858632978337299,-1.017801016427715
Stefano Turati,Monza,24,ITA,GK,Serie A,2001,2.5698118126505465,0.720012529837787,-0.6508371772168738,1.3704118799254068,0.7170408111488393,-0.4690280857349961,-0.04233021559802916,0.8832211210690714,0.27916167559210553
Nikola Vasilj,St. Pauli,30,BIH,GK,Bundesliga,1995,3.2571956958378214,-0.9691549924066339,1.5780068529669236,1.6480792254323768,1.2506848598524696,-0.42464245042245635,-0.26601982908488436,0.30319492229328104,0.20816917175429547
Devis Vásquez,Empoli,27,COL,GK,Serie A,1998,1.8684123557946963,1.7773418935420546,-0.11507936186920543,0.637861322820763,1.63678860320817,0.8156156102713665,-0.9668326978679916,-0.6706321171560276,-0.07013910674075192
Bart Verbruggen,Brighton,23,NED,GK,Premier League,2002,3.1678148649801074,-0.40520456712807823,-1.3170015290523265,-1.429972151664158,-0.5957700096933713,0.169997524871839,0.7474196305188076,-0.49862810666412505,0.5337519568183932
Guglielmo Vicario,Tottenham,29,ITA,GK,Premier League,1996,-0.5745143982883911,-3.7714159723960443,0.6331627494856793,-1.7133949668565986,1.3266843755358173,0.0744306468880945,0.49914848076976914,0.17295883867974032,-0.8004937418939078
Fran Vieites,Betis,26,ESP,GK,La Liga,1999,-4.118912252892351,1.632898834115485,-0.5348568136239594,-0.32931242033657926,1.163797261816786,1.4407866273324603,0.7262067635333547,-0.1001517789050205,-0.33234002111824457
Iván Villar,Celta Vigo,28,ESP,GK,La Liga,1997,-3.8878518815182184,-1.9475443215551032,-0.030450462411550073,3.114518621830137,3.265306290033118,-0.11202368135434326,2.1027973438406193,-1.1450988061041563,0.9503006228440555
Christian Walton,Ipswich Town,30,ENG,GK,Premier League,1995,-2.986594414335303,1.6376479680693132,-0.744027989638598,-1.4931521845568971,1.370474994093577,0.31170823701797407,-1.0014249630833374,0.16710327294148036,0.586874500175371
Timon Weiner,Holstein Kiel,26,GER,GK,Bundesliga,1999,3.4990938319995366,1.4993121370693334,-3.5803774422676486,-0.3111473368684292,0.0558120261773713,-0.09526162619183136,-0.9967971348567636,-0.5933021731120117,-0.19018034974033318
Robin Zentner,Mainz 05,31,GER,GK,Bundesliga,1994,4.26195230276276,0.925155328444054,1.8497710255953856,-0.7519101218316817,-0.07906570478910815,1.0165010820344593,0.43745642676535573,0.06329174835859304,-0.3586481543923802
Michael Zetterer,Werder Bremen,30,GER,GK,Bundesliga,1995,3.2281778089981383,-1.189164840694776,-2.2406026838806072,-1.2008141343892227,0.9659899066391548,-0.1762452912592927,-0.8180674079115369,-0.35545334982726634,-0.771888006132419
