Player Name,Team,Age,Nationality,Position,Competition,Year Born,0,1,2,3,4,5,6,7,8
Giorgi Mamardashvili,Valencia,25,GEO,GK,La Liga,2000,1.2963749433041907,0.715833026508015,-1.2805832751838007,0.8905740769080408,-0.40850623111971096,0.8062591697463761,0.3228851781502525,-0.4367146096952685,0.10537058871034809
Steve Mandanda,Rennes,40,FRA,GK,Ligue 1,1985,-0.7795781404644259,-0.37228551126996523,-0.9472894008388534,1.3341257154449595,-0.31131130693056663,0.6479848295438746,-0.4124053883607321,-0.7950563823466859,0.41930545913405975
Emiliano Martínez,Aston Villa,33,ARG,GK,Premier League,1992,3.3077510446944474,-1.2469194388865472,-0.806996186297691,-0.3449670755860584,2.034192375542064,1.389374782742814,-0.5386954323207788,1.6074439094483668,-0.18747352427315642
Alex Mccarthy,Southampton,36,ENG,GK,Premier League,1989,-3.3280706760026817,0.02920485221857117,-0.8279915029900935,-2.3831188924606344,2.10122567714742,-0.6821691087083831,-0.9453539068926199,1.3161763832143845,0.2688685205694292
Alex Meret,Napoli,28,ITA,GK,Serie A,1997,1.3932283150743108,-2.9607388650404505,0.4750418437161305,1.2389870232323843,-0.35351856897255357,0.3268544673073818,-0.5531857258910959,0.24668651106335,0.6180868560026044
Vanja Milinković-Savić,Torino,28,SRB,GK,Serie A,1997,5.316239239907496,0.3603897513613875,2.6469460334858117,1.8185619815699592,0.9294787119772335,0.06722449745640975,-0.0409969226978122,0.25215745547286583,-0.10067729793195335
Lorenzo Montipò,Hellas Verona,29,ITA,GK,Serie A,1996,2.7518500096896363,4.029125942611018,-2.5217349327211407,0.2104775074401862,0.23102686351299379,1.4510756398049898,-1.8666701891294286,-1.8450460382621026,-1.186159869679826
Kevin Müller,Heidenheim,34,GER,GK,Bundesliga,1991,3.001672543535992,-0.07876720404407142,-2.013866444770289,-0.653562569376981,-0.02834434664888003,-1.3306423456515852,-0.29098215600021676,-0.8326474422312682,-0.18727373704030195
Marius Müller,Wolfsburg,32,GER,GK,Bundesliga,1993,-3.248829080611918,1.1742782331217083,1.82870421983982,-0.9494376339876035,0.3119484442121837,0.2822241062085912,-0.32467782840843273,1.0497708448204013,-0.27943906383414746
Arijanet Muric,Ipswich Town,27,KVX,GK,Premier League,1998,1.2653995882486566,0.5467976599160707,-0.6531517615267298,-2.9638476946282926,1.4936805581653145,2.233246663233743,0.13628217325118916,1.0470347870011976,0.052877407768207874
Manuel Neuer,Bayern Munich,39,GER,GK,Bundesliga,1986,0.6232434208121262,-3.066096497799212,-0.4166480479501809,1.277318364333293,-2.8356102244909964,0.7265584101124887,-1.142549568389245,0.6473972425353068,-0.3513452818020993
Moritz Nicolas,Gladbach,28,GER,GK,Bundesliga,1997,1.1689486387725967,-1.165831662469306,0.88697534089281,-1.3405809330129417,-0.4248276491410269,-2.2145926834296916,0.2813739522930683,1.3909520765661236,0.4788282419265668
Alexander Nübel,Stuttgart,29,GER,GK,Bundesliga,1996,2.7187716892688765,-1.0448124673787826,-2.0309197363795146,1.670095242299504,-0.46779374125033907,-0.059704185315504046,-0.2236444672140261,0.32564660950133223,-0.2390063004960229
Ørjan Nyland,Sevilla,35,NOR,GK,La Liga,1990,0.7709232370327824,0.663057150608279,0.6685104722017852,0.42887508474059366,0.587546595460483,0.33899309942718964,0.2780289808459281,-0.9491773745932433,-0.1614055459587658
Jan Oblak,Atlético Madrid,32,SVN,GK,La Liga,1993,1.3222258792155783,-0.8726612684970413,0.007091474198061866,-0.4202855171353241,-1.3141712300120612,-0.5665614925805137,-1.3833451910378243,-1.008220936106001,-0.023511357729437694
Maduka Okoye,Udinese,26,NGA,GK,Serie A,1999,-0.4817824696047078,-0.04864622374945305,0.01864067810340417,-0.6908124982720758,-0.4373267464442067,-1.1834228390380455,0.09129713604021171,0.7023199381784989,0.36990010847253657
Jonas Omlin,Gladbach,31,SUI,GK,Bundesliga,1994,-2.7989092274067815,-0.43087817159075464,-0.6095782596240289,1.8770810323742453,-0.7059515492391096,-0.4443986939335936,0.5374752946431814,0.3666427326822987,0.6530357302612201
André Onana,Manchester Utd,29,CMR,GK,Premier League,1996,3.4987936502972974,-0.2385462614443208,0.17426294045414592,-0.2384194269624723,0.9998288876693362,-0.31045385076250387,-0.1951059191197351,-1.010620606608153,-0.6739624682241331
Stefan Ortega,Manchester City,33,GER,GK,Premier League,1992,-2.3552647317907005,-1.745856935920357,-1.434245698043145,0.5661142552860375,-0.6014532456488768,-0.7543914798662728,-0.19441525219664926,0.5728836098300427,-0.2129303209990577
Jesús Owono,Alavés,24,EQG,GK,La Liga,2001,-3.7025976196880452,4.098156760266117,-0.8616776495075794,-0.43199008783366594,0.6028362298593283,1.06325875353078,-1.1621264142849441,1.5677933050565176,0.258468140035884
Alex Padilla,Athletic Club,22,ESP,GK,La Liga,2003,-3.7344003039543052,3.4192617390568256,0.0855730159852988,0.6453267562629265,-0.3680243519216093,0.4001856781808656,0.6415389826775041,0.4712057996079743,-0.7026852309295517
Alex Palmer,Ipswich Town,29,ENG,GK,Premier League,1996,-3.7180615141225655,0.8100810971473389,-1.2927026878069983,0.10713212778409774,0.7207177791461683,0.8151476537332365,0.21642984749374158,0.5709056097327138,-0.3780093134652882
Iñaki Peña,Barcelona,26,ESP,GK,La Liga,1999,0.09513261387849317,-3.8533002522915334,-1.0979770041361099,1.3848152357015038,-2.66871883722834,1.3030616746879957,2.994802313316088,-0.13724666275092764,-0.8723308321855249
Mattia Perin,Juventus,33,ITA,GK,Serie A,1992,-3.760116226961986,-1.285712927144951,1.687506057330055,-0.33476769710766613,-0.6700805168265068,0.5744742524397983,-0.4742592886145872,-1.3995607223561854,-0.07156576095485705
Lucas Perri,Lyon,28,BRA,GK,Ligue 1,1997,2.38948454591129,-0.8135324477954644,1.3995614536371237,-1.104209625245419,-0.35306710271458064,-0.8853816212392857,0.4308268705625189,-0.2626264762389097,-0.34576424686747814
Đorđe Petrović,Strasbourg,26,SRB,GK,Ligue 1,1999,3.24068877488081,-1.8464169742980365,1.902996745283607,-0.47580005642822737,-0.6268629457302796,-0.6441574701866861,0.9269715926535307,0.5014002698877269,0.3356734018897327
Luca Philipp,Hoffenheim,25,GER,GK,Bundesliga,2000,-3.7224980636996383,1.6072617886865408,-0.4956009700008922,0.12071896592666924,0.5535373524456191,-0.6215208837523047,0.5196653044970145,0.12409144786480254,-0.34504879524537635
Jordan Pickford,Everton,31,ENG,GK,Premier League,1994,5.3054256015958785,0.7626458241797885,1.3259339509410404,3.461217682176445,0.25055705643837467,0.9891290706158793,-0.5032021854525963,0.8905298313970816,0.47272106475108044
Semuel Pizzignacco,Monza,24,ITA,GK,Serie A,2001,-4.128068515680302,-0.25471101548496117,-0.8199152969065541,1.6169550859554551,-1.2840467168267444,-0.8202933419616302,-0.2649987298334191,0.8010666979004128,-0.41876109568803754
Nick Pope,Newcastle Utd,33,ENG,GK,Premier League,1992,0.47363027932520235,-0.40936529504983993,0.034651105837334474,-1.2096038249783598,0.7696099817214018,2.0089284560200626,0.5613042720566197,-0.2790730052897972,-1.3745418709353248
Ivan Provedel,Lazio,31,ITA,GK,Serie A,1994,3.1874157920255657,-0.1815706607156904,-2.506270985543859,-0.5619299243128608,-0.4968089156901489,0.8307939682342839,-0.8255076396866908,0.13901898800749696,0.010636450742917398
Ionuț Radu,Venezia,28,ROU,GK,Serie A,1997,-3.113304454833924,2.181592153035012,3.977969291952455,-1.476126880511964,0.5574993997393595,0.013918255563146586,0.17604964821525357,-1.8876650013969625,-0.39518557450643316
Aaron Ramsdale,Southampton,27,ENG,GK,Premier League,1998,2.2258008944820578,1.8802015231433975,-1.409583363939451,-0.5661930084148727,0.12165951359604664,-0.28628305942531573,0.12831508005264664,-0.21562419367223948,-0.13750375767344414
Federico Ravaglia,Bologna,26,ITA,GK,Serie A,1999,-2.859709994319317,-0.9210804068640195,-0.6874350038714192,-1.873235291824938,0.8738167830097516,2.01388657395206,-1.5546776761516612,0.411750828387771,1.2008371839895682
David Raya,Arsenal,30,ESP,GK,Premier League,1995,3.47163234239947,-0.8811704843457381,1.0228438968619809,-1.723661504544242,-0.6351697840181076,2.453594078363874,-0.2911679436883743,0.4500803373884864,-0.507046019228356
Pepe Reina,Como,43,ESP,GK,Serie A,1982,-2.9232894962758604,-0.522273445349665,-1.036939220524057,0.5391825320644004,-0.17543949913666135,-1.2552819215076458,-0.4033577802750486,-0.3701142489045773,-0.45718165117566345
Álex Remiro,Real Sociedad,30,ESP,GK,La Liga,1995,3.1299901518280224,0.048883227321621585,0.11497135927041774,-0.40875825569401925,-1.1599414522735731,0.05225788228497417,-1.1875774103365515,-0.6143339473043788,0.5361876260966061
Guillaume Restes,Toulouse,20,FRA,GK,Ligue 1,2005,-0.17079980447095597,-1.0379881072304498,0.11395332300052276,2.319063417931621,-0.19666036573819876,0.29326591630109633,0.3920617326761462,-1.1706189577637618,0.0002858140152512293
Leo Román,Mallorca,25,ESP,GK,La Liga,2000,-3.515617375209875,1.9078437668099668,1.6404971398587829,-0.08172382312251195,-0.7016779007069531,-0.1575087598106156,-0.44523053725441836,-0.14914159750341466,-0.035991353101020064
Gerónimo Rulli,Marseille,33,ARG,GK,Ligue 1,1992,2.3284021411507605,-2.850782531137857,0.5761101358548028,0.6344672572639485,0.6608213930054526,0.5755770704622669,1.0496259964807113,1.4578274281158867,0.6962478216464066
Mathew Ryan,Lens,33,AUS,GK,Ligue 1,1992,-3.092526346090607,-0.032358469131630894,2.349496082474034,-1.8645448480811087,-0.48389972156280336,1.6092073216053062,-0.6350532023772153,-1.0274165286914902,1.1438785709974586
Frederik Rønnow,Union Berlin,33,DEN,GK,Bundesliga,1992,1.5381093354546043,0.3578165460560917,1.9417473397087477,0.7964578387770294,1.6859818270169629,0.810335409458311,-0.39256256343588847,0.9603196413512709,0.7134184401589047
José Sá,Wolves,32,POR,GK,Premier League,1993,1.6575606750317822,0.5162077695111694,-0.9927701260230662,-0.08130620864241131,-0.06267337714154751,1.067907721058571,0.9561021006904052,-1.1688637311220131,0.6064195293218617
Matvei Safonov,Paris S-G,26,RUS,GK,Ligue 1,1999,-3.1078582535241006,-2.088524315242148,1.042660386419132,-0.6114616649475842,-1.6459286320617905,0.39609447609055615,0.02912126020750114,-0.014736303937538728,0.9314308772034846
Brice Samba,Rennes,31,FRA,GK,Ligue 1,1994,-1.7186805883305432,-0.7092280776897567,1.5471100511013054,2.164137890808983,2.221875499658148,0.20440717765693703,-0.29493057069006035,-0.3017643720368795,1.171036696900016
Brice Samba,Lens,31,FRA,GK,Ligue 1,1994,-0.30641959108403966,-1.4458857576311843,1.392248942916755,-1.7537728476035883,-1.4807109353255528,0.29791123258566216,-0.5407849090231939,1.3994686653503132,1.2625938947116813
